"zip","TotalPop","MedianHHInc","PerCapitaHHInc","MaleOver65","FemaleOver65","PercentOver65","Rural","Urban","PercentWhite","PercentBlack","PercentHispanic","amount","AmountRep","AmountDem","AmountRCand","AmountDCand","AmountRComm","AmountDComm","rep","dem","meanrep","meandem","X_merge1","StCtyFIPS","StDMACode","X_merge2","DMACode","State","StFIPS","DMAName","Keep_L10","Keep_15S","Keep_25S","X_merge3","Market","TotDem","TotRep","TotAds","Negative","Positive","Personal","Policy","MeanDem","MeanRep","X_merge4","Bush_00_sum","Total_00_sum","Bush04_sum","Total04_sum","repvote00","repvote04","diff","PollsterEverComp","PollsterSeptComp","PollsterComp","SeptNotComp","NonComp","Pop","Cont","RCont","DCont","Inc","Ads","AdsSqrd","RAds","DAds","RDAds","RAdsSqrd","DAdsSqrd","RepubVote","TotVote","RepubShare","RepubTown","DemTown","CDF","CDF2","density","Zip_Number","Pop_Tot","per_hsgrads","per_collegegrads","geoid","geoid2","geodisplaylabel","perinstate","peroutofstate","MergeCommuting","Treatment1","StFIPS1","StFIPS2","StFIPS3","StFIPS4","StFIPS5","StFIPS6","StFIPS7","StFIPS8","StFIPS9","StFIPS10","StFIPS11","StFIPS12","StFIPS13","StFIPS14","StFIPS15","StFIPS16","StFIPS17","StFIPS18","StFIPS19","StFIPS20","StFIPS21","StFIPS22","StFIPS23","StFIPS24","StFIPS25","StFIPS26","StFIPS27","StFIPS28","StFIPS29","StFIPS30","StFIPS31","StFIPS32","StFIPS33","StFIPS34","StFIPS35","StFIPS36","StFIPS37","StFIPS38","StFIPS39","StFIPS40","StFIPS41","StFIPS42","StFIPS43","StFIPS44","StFIPS45","StFIPS46","StFIPS47","StFIPS48","StFIPS49","StFIPS50","StFIPS51","StFIPS52","StFIPS53","StFIPS54","StFIPS55","StFIPS56","state","Overlap","PerCapitaGiving","PerCapitaGivingThous","PercentVoted","lnperout","CanCommute","logDollars","PropScore1","MeanTreatment"
"91977",56024,45917,17584,2078,2991,0.09047908,0,1,0.5631872,0.1322469,0.2905719,13926,9801,4125,7301,3700,2500,425,37,37,0.5675676,0.43243244,"matched (3)","06073",6825,"matched (3)",825,"California          ",6,"San Diego              ",1,1,1,"matched (3)","San Diego      ",1,297,298,0.996644295302013,0.00335570469798658,0.501677852348993,0.498322147651007,0.00335570469798658,0.996644295302013,"matched (3)",392913,798115,596033,1134848,49.2301234784461,52.5209543480713,3.29083086962519,0,0,0,1,1,56.024,13.926,9.801,4.125,45.917,0.298,0.08880401,0.297,0.001,0.000297,0.088208996,1.0000001e-06,596033,1134848,0.52520955,1,0,0.82826865,0.74907595,5592.35338836491,"91977",33754,80.817088345085,16.1847484742549,"8600000US91977",91977,"ZCTA5 91977",99.6,0.4,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,248.57205,0.24857204,0.020256462,0.33647224,0,2.6338294,0.6450589,0.017218543
"95549",276,53750,22832,1,7,0.028985508,1,0,0.9782609,0,0.010869565,1000,0,1000,0,1000,0,0,4,4,0,1,"matched (3)","06023",6802,"matched (3)",802,"California          ",6,"Eureka                 ",1,1,1,"matched (3)","Eureka",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",23535,55582,31070,75307,42.3428448058724,41.2577848008817,-1.08506000499068,0,0,0,1,1,0.276,1,0,1,53.75,0,0,0,0,0,0,0,31070,75307,0.41257784,0,1,0.53082985,0.85666156,2.52575992016179,"95549",175,94.2857142857143,41.7142857142857,"8600000US95549",95549,"ZCTA5 95549",100,0,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,3623.1885,3.6231885,0.27285144,0,0,0.0009995003,0.6213124,0.017218543
"95329",1870,44861,19537,150,124,0.14652406,1,0,0.79946524,0.0026737968,0.20160428,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","06043",6866,"matched (3)",866,"California          ",6,"Fresno                 ",1,1,1,"matched (3)","Fresno         ",2,257,259,0.996138996138996,0.00386100386100386,0.496138996138996,0.503861003861004,0.00772200772200772,0.992277992277992,"matched (3)",216206,390667,291249,483901,55.3427855436983,60.1877243485754,4.8449388048771,0,0,0,1,1,1.87,0,0,0,44.861,0.259,0.067081004,0.257,0.002,0.000514,0.066049,4.0000004e-06,291249,483901,0.6018773,1,0,0.068986945,0.7295149,15.6885105270392,"95329",1220,80.9016393442623,17.8688524590164,"8600000US95329",95329,"ZCTA5 95329",98.4,1.6,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,0,0,0.25877059,0.95551145,0,-6.9077554,0.62860537,0.017218543
"95824",30682,27429,10556,1222,1631,0.092986114,0,1,0.34508833,0.101329766,0.3365817,1150,250,900,0,700,250,200,4,4,0.25,0.75,"matched (3)","06067",6862,"matched (3)",862,"California          ",6,"Sacramento             ",1,1,1,"matched (3)","Sacramento     ",2,239,241,0.995850622406639,0.004149377593361,0.49792531120332,0.50207468879668,0.00829875518672199,0.991701244813278,"matched (3)",530788,1093071,722068,1375600,48.5593342061037,52.4911311427741,3.93179693667034,0,0,0,1,1,30.682,1.15,0.25,0.9,27.429,0.241,0.058080997,0.239,0.002,0.000478,0.057120997,4.0000004e-06,722068,1375600,0.5249113,1,0,0.55003107,0.16656308,7352.59164414224,"95824",16272,55.9365781710914,5.77064896755162,"8600000US95824",95824,"ZCTA5 95824",99.2,0.8,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,37.481262,0.03748126,0.044834103,0.5877867,0,0.14063111,0.6307817,0.017218543
"94303",45543,64256,26991,1691,2150,0.084337875,0,1,0.42309466,0.1578069,0.3939793,401833,50400,351433,48550,334668,1850,16765,506,506,0.07114624,0.92885375,"matched (3)","06081",6807,"matched (3)",807,"California          ",6,"San Francisco          ",1,1,1,"matched (3)","San Francisco  ",4,2,6,1,0,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,"matched (3)",625593,2119448,776972,2697018,29.516789277208,28.8085581927892,-0.708231084418809,0,0,0,1,1,45.543,401.833,50.4,351.433,64.256,0.006,3.6e-05,0.002,0.004,8.000001e-06,4.0000004e-06,1.6000002e-05,776972,2697018,0.28808558,0,1,0.992084,0.9280364,4630.86957029412,"94303",26567,68.9765498550834,38.1563593932322,"8600000US94303",94303,"ZCTA5 94303",99.7,0.3,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,8823.156,8.823156,0.059219155,0.26236427,0,5.996039,0.71018934,0.017218543
"94020",1556,89150,41615,49,67,0.07455013,1,0,0.8926735,0.026992287,0.12724936,5250,200,5050,0,4800,200,250,17,17,0.05882353,0.9411765,"matched (3)","06081",6807,"matched (3)",807,"California          ",6,"San Francisco          ",1,1,1,"matched (3)","San Francisco  ",4,2,6,1,0,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,"matched (3)",625593,2119448,776972,2697018,29.516789277208,28.8085581927892,-0.708231084418809,0,0,0,1,1,1.556,5.25,0.2,5.05,89.15,0.006,3.6e-05,0.002,0.004,8.000001e-06,4.0000004e-06,1.6000002e-05,776972,2697018,0.28808558,0,1,0.72254753,0.9841026,34.4551704755787,"94020",1159,92.5798101811907,54.3572044866264,"8600000US94020",94020,"ZCTA5 94020",100,0,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,3374.036,3.374036,1.733302,0,0,1.6584185,0.69896334,0.017218543
"93627",269,17917,4079,0,7,0.026022306,1,0,0.75092936,0,1,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","06019",6866,"matched (3)",866,"California          ",6,"Fresno                 ",1,1,1,"matched (3)","Fresno         ",2,257,259,0.996138996138996,0.00386100386100386,0.496138996138996,0.503861003861004,0.00772200772200772,0.992277992277992,"matched (3)",216206,390667,291249,483901,55.3427855436983,60.1877243485754,4.8449388048771,0,0,0,1,1,0.269,0,0,0,17.917,0.259,0.067081004,0.257,0.002,0.000514,0.066049,4.0000004e-06,291249,483901,0.6018773,1,0,0.2387884,0.025383534,3.46036446039492,"93627",114,6.14035087719298,0,"8600000US93627",93627,"ZCTA5 93627",NA,NA,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,0,0,1.7988884,NA,1,-6.9077554,0.7635717,0.017218543
"96115",145,27083,19446,12,13,0.1724138,1,0,0.93793106,0,0.013793103,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","06049",6868,"matched (3)",868,"California          ",6,"Chico                  ",1,1,1,"matched (3)","Chico-Redding  ",0,165,165,1,0,0.496969696969697,0.503030303030303,0,1,"matched (3)",105497,175290,132586,217766,60.1842660733641,60.8846192702258,0.700353196861705,0,0,0,1,1,0.145,0,0,0,27.083,0.165,0.027225003,0.165,0,0,0.027225003,0,132586,217766,0.6088462,1,0,0.16535279,0.15639004,2.37533176270664,"96115",119,89.0756302521009,17.6470588235294,"8600000US96115",96115,"ZCTA5 96115",100,0,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,0,0,1.5018345,0,0,-6.9077554,0.5596047,0.017218543
"92274",17336,24760,9236,541,437,0.0564144,1,0,0.38088372,0.0012113521,0.88734424,11350,4200,7150,4000,7150,200,0,10,10,0.6,0.4,"matched (3)","06025",6771,"matched (3)",771,"California          ",6,"Yuma-El Centro         ",1,1,1,"matched (3)","Yuma-El Centro ",6,11,17,0.705882352941176,0.294117647058824,0.352941176470588,0.647058823529412,0.352941176470588,0.647058823529412,"matched (3)",10961,25842,15890,34274,42.4154477207646,46.3616735718037,3.94622585103905,0,0,0,1,1,17.336,11.35,4.2,7.15,24.76,0.017,0.00028900002,0.011,0.006,6.6e-05,0.000121,3.6e-05,15890,34274,0.46361673,0,1,0.8070394,0.10159955,145.85071060057,"92274",8327,30.551218926384,3.41059204995797,"8600000US92274",92274,"ZCTA5 92274",99.6,0.4,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",2,654.707,0.65470695,0.001977042,0.33647224,0,2.4293058,0.7504532,0.017218543
"95650",11524,65327,33544,765,855,0.14057618,0,1,0.90715027,0.0059875045,0.06456092,37025,25600,11425,16400,11175,9200,250,78,78,0.42307693,0.5769231,"matched (3)","06061",6862,"matched (3)",862,"California          ",6,"Sacramento             ",1,1,1,"matched (3)","Sacramento     ",2,239,241,0.995850622406639,0.004149377593361,0.49792531120332,0.50207468879668,0.00829875518672199,0.991701244813278,"matched (3)",530788,1093071,722068,1375600,48.5593342061037,52.4911311427741,3.93179693667034,0,0,0,1,1,11.524,37.025,25.6,11.425,65.327,0.241,0.058080997,0.239,0.002,0.000478,0.057120997,4.0000004e-06,722068,1375600,0.5249113,1,0,0.9092277,0.9323215,456.599871076672,"95650",7851,90.4980257292065,28.4040249649726,"8600000US95650",95650,"ZCTA5 95650",99.6,0.4,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,3212.86,3.21286,0.11936828,0.33647224,0,3.6116204,0.63015336,0.017218543
"95358",30989,38993,13922,992,1219,0.0713479,0,1,0.6127013,0.025267031,0.44293135,3110,3110,0,1460,0,1650,0,9,9,1,0,"matched (3)","06099",6862,"matched (3)",862,"California          ",6,"Sacramento             ",1,1,1,"matched (3)","Sacramento     ",2,239,241,0.995850622406639,0.004149377593361,0.49792531120332,0.50207468879668,0.00829875518672199,0.991701244813278,"matched (3)",530788,1093071,722068,1375600,48.5593342061037,52.4911311427741,3.93179693667034,0,0,0,1,1,30.989,3.11,3.11,0,38.993,0.241,0.058080997,0.239,0.002,0.000478,0.057120997,4.0000004e-06,722068,1375600,0.5249113,1,0,0.66334105,0.5843446,266.24112775771,"95358",17176,61.2249650675361,9.07661853749418,"8600000US95358",95358,"ZCTA5 95358",99.9,0.1,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,100.35819,0.10035819,0.044389945,0.09531018,0,1.1349442,0.66875,0.017218543
"91745",53623,59642,21900,2905,3530,0.120004475,0,1,0.4125655,0.013688156,0.37823322,32329,21265,11064,18615,11064,2650,0,46,46,0.54347825,0.45652175,"matched (3)","06037",6803,"matched (3)",803,"California          ",6,"Los Angeles            ",1,1,1,"matched (3)","Los Angeles    ",5,442,447,1,0,0.494407158836689,0.505592841163311,0.0111856823266219,0.988814317673378,"matched (3)",1699711,4180231,2313185,5154439,40.660695545294,44.8775317740689,4.21683622877489,0,0,0,1,1,53.623,32.329,21.265,11.064,59.642,0.447,0.199809,0.442,0.005,0.00221,0.195364,2.5e-05,2313185,5154439,0.44877532,0,1,0.89934903,0.9009846,4028.25131431058,"91745",35049,81.6913464007532,30.7426745413564,"8600000US91745",91745,"ZCTA5 91745",99.6,0.4,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,602.8943,0.6028943,0.09612366,0.33647224,0,3.4759955,0.708614,0.017218543
"93634",32,45417,14072,0,3,0.09375,1,0,0.75,0,0.15625,300,300,0,0,0,300,0,1,1,1,0,"matched (3)","06019",6866,"matched (3)",866,"California          ",6,"Fresno                 ",1,1,1,"matched (3)","Fresno         ",2,257,259,0.996138996138996,0.00386100386100386,0.496138996138996,0.503861003861004,0.00772200772200772,0.992277992277992,"matched (3)",216206,390667,291249,483901,55.3427855436983,60.1877243485754,4.8449388048771,0,0,0,1,1,0.032,0.3,0.3,0,45.417,0.259,0.067081004,0.257,0.002,0.000514,0.066049,4.0000004e-06,291249,483901,0.6018773,1,0,0.43472573,0.73962253,0.349361748464043,"93634",24,100,75,"8600000US93634",93634,"ZCTA5 93634",100,0,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,9375,9.375,15.121906,0,0,-1.200645,0.6905068,0.017218543
"93550",67384,37484,13429,1522,2441,0.058812182,0,1,0.5054909,0.14398077,0.4344058,4909,2576,2333,2375,2333,201,0,10,10,0.6,0.4,"matched (3)","06037",6803,"matched (3)",803,"California          ",6,"Los Angeles            ",1,1,1,"matched (3)","Los Angeles    ",5,442,447,1,0,0.494407158836689,0.505592841163311,0.0111856823266219,0.988814317673378,"matched (3)",1699711,4180231,2313185,5154439,40.660695545294,44.8775317740689,4.21683622877489,0,0,0,1,1,67.384,4.909,2.576,2.333,37.484,0.447,0.199809,0.442,0.005,0.00221,0.195364,2.5e-05,2313185,5154439,0.44877532,0,1,0.7149586,0.5391711,612.730230703279,"93550",35020,66.5562535693889,9.34323243860651,"8600000US93550",93550,"ZCTA5 93550",99.4,0.6,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,72.85112,0.07285112,0.07649352,0.47000363,0,1.5912739,0.6517351,0.017218543
"94107",17308,61362,53646,870,1173,0.1180379,0,1,0.6227178,0.12780218,0.08938064,487552,23120,464432,20350,425176,2770,39256,621,621,0.049919486,0.9500805,"matched (3)","06075",6807,"matched (3)",807,"California          ",6,"San Francisco          ",1,1,1,"matched (3)","San Francisco  ",4,2,6,1,0,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,"matched (3)",625593,2119448,776972,2697018,29.516789277208,28.8085581927892,-0.708231084418809,0,0,0,1,1,17.308,487.552,23.12,464.432,61.362,0.006,3.6e-05,0.002,0.004,8.000001e-06,4.0000004e-06,1.6000002e-05,776972,2697018,0.28808558,0,1,0.9938831,0.9137745,7057.05801113687,"94107",14292,87.9722921914358,57.703610411419,"8600000US94107",94107,"ZCTA5 94107",99.6,0.4,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,28169.17,28.16917,0.15582493,0.33647224,0,6.1893992,0.66787905,0.017218543
"95462",1573,38227,29201,64,85,0.094723456,0,1,0.91862684,0.038143676,0.035600763,2000,0,2000,0,1750,0,250,6,6,0,1,"matched (3)","06097",6807,"matched (3)",807,"California          ",6,"San Francisco          ",1,1,1,"matched (3)","San Francisco  ",4,2,6,1,0,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,"matched (3)",625593,2119448,776972,2697018,29.516789277208,28.8085581927892,-0.708231084418809,0,0,0,1,1,1.573,2,0,2,38.227,0.006,3.6e-05,0.002,0.004,8.000001e-06,4.0000004e-06,1.6000002e-05,776972,2697018,0.28808558,0,1,0.60763466,0.56210136,533.648676460325,"95462",1200,92.1666666666667,27.8333333333333,"8600000US95462",95462,"ZCTA5 95462",97.1,2.9,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,1271.4558,1.2714558,1.7145696,1.3609766,1,0.693647,0.5881244,0.017218543
"94803",25285,61494,26384,1189,1587,0.10978841,0,1,0.5135456,0.15534902,0.12726913,20746,2750,17996,1250,17296,1500,700,63,63,0.06349207,0.93650794,"matched (3)","06013",6807,"matched (3)",807,"California          ",6,"San Francisco          ",1,1,1,"matched (3)","San Francisco  ",4,2,6,1,0,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,"matched (3)",625593,2119448,776972,2697018,29.516789277208,28.8085581927892,-0.708231084418809,0,0,0,1,1,25.285,20.746,2.75,17.996,61.494,0.006,3.6e-05,0.002,0.004,8.000001e-06,4.0000004e-06,1.6000002e-05,776972,2697018,0.28808558,0,1,0.8647738,0.914625,2500.63104009261,"94803",17101,87.6849307058067,28.7293140752003,"8600000US94803",94803,"ZCTA5 94803",99.1,0.9,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,820.48645,0.8204864,0.10666474,0.64185387,0,3.0324016,0.62773824,0.017218543
"94118",39209,61609,43825,2262,3518,0.14741513,0,1,0.5646918,0.019204775,0.045244712,1199189,193502,1005687,186402,972699,7100,32988,847,847,0.11924439,0.8807556,"matched (3)","06075",6807,"matched (3)",807,"California          ",6,"San Francisco          ",1,1,1,"matched (3)","San Francisco  ",4,2,6,1,0,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,"matched (3)",625593,2119448,776972,2697018,29.516789277208,28.8085581927892,-0.708231084418809,0,0,0,1,1,39.209,1199.189,193.502,1005.687,61.609,0.006,3.6e-05,0.002,0.004,8.000001e-06,4.0000004e-06,1.6000002e-05,776972,2697018,0.28808558,0,1,0.9984953,0.9153119,21783.268837277,"94118",30524,87.4492202856768,56.9060411479492,"8600000US94118",94118,"ZCTA5 94118",99.8,0.2,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,30584.535,30.584534,0.06878569,0.18232156,0,7.0894017,0.69736403,0.017218543
"93622",9374,29007,9755,222,274,0.05291231,0,1,0.4226584,0.012054619,0.8827608,8750,8750,0,7700,0,1050,0,8,8,1,0,"matched (3)","06019",6866,"matched (3)",866,"California          ",6,"Fresno                 ",1,1,1,"matched (3)","Fresno         ",2,257,259,0.996138996138996,0.00386100386100386,0.496138996138996,0.503861003861004,0.00772200772200772,0.992277992277992,"matched (3)",216206,390667,291249,483901,55.3427855436983,60.1877243485754,4.8449388048771,0,0,0,1,1,9.374,8.75,8.75,0,29.007,0.259,0.067081004,0.257,0.002,0.000514,0.066049,4.0000004e-06,291249,483901,0.6018773,1,0,0.7788427,0.2147787,16.009979436883,"93622",4660,36.5021459227468,3.62660944206009,"8600000US93622",93622,"ZCTA5 93622",100,0,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,933.4329,0.9334329,0.051621612,0,0,2.169168,0.7521063,0.017218543
"95404",35188,52864,28659,1915,2789,0.13368194,0,1,0.80953735,0.022735024,0.16786973,159287,23251,136036,18930,125386,4321,10650,269,269,0.14869888,0.85130113,"matched (3)","06097",6807,"matched (3)",807,"California          ",6,"San Francisco          ",1,1,1,"matched (3)","San Francisco  ",4,2,6,1,0,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,"matched (3)",625593,2119448,776972,2697018,29.516789277208,28.8085581927892,-0.708231084418809,0,0,0,1,1,35.188,159.287,23.251,136.036,52.864,0.006,3.6e-05,0.002,0.004,8.000001e-06,4.0000004e-06,1.6000002e-05,776972,2697018,0.28808558,0,1,0.97553235,0.8485493,452.604072089591,"95404",24004,85.4690884852525,36.3356107315447,"8600000US95404",95404,"ZCTA5 95404",99.7,0.3,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,4526.742,4.526742,0.076645955,0.26236427,0,5.070714,0.65100354,0.017218543
"95669",2197,42955,24365,154,203,0.16249432,1,0,0.92398727,0,0.049157944,2600,1600,1000,850,0,750,1000,5,5,0.8,0.2,"matched (3)","06005",6862,"matched (3)",862,"California          ",6,"Sacramento             ",1,1,1,"matched (3)","Sacramento     ",2,239,241,0.995850622406639,0.004149377593361,0.49792531120332,0.50207468879668,0.00829875518672199,0.991701244813278,"matched (3)",530788,1093071,722068,1375600,48.5593342061037,52.4911311427741,3.93179693667034,0,0,0,1,1,2.197,2.6,1.6,1,42.955,0.241,0.058080997,0.239,0.002,0.000478,0.057120997,4.0000004e-06,722068,1375600,0.5249113,1,0,0.6426679,0.69376206,25.1019022134766,"95669",1573,89.5104895104895,20.5975842339479,"8600000US95669",95669,"ZCTA5 95669",100,0,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,1183.4319,1.183432,0.6261265,0,0,0.95589596,0.59103125,0.017218543
"95323",1080,36000,20076,59,69,0.11851852,1,0,0.825,0,0.15925926,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","06099",6862,"matched (3)",862,"California          ",6,"Sacramento             ",1,1,1,"matched (3)","Sacramento     ",2,239,241,0.995850622406639,0.004149377593361,0.49792531120332,0.50207468879668,0.00829875518672199,0.991701244813278,"matched (3)",530788,1093071,722068,1375600,48.5593342061037,52.4911311427741,3.93179693667034,0,0,0,1,1,1.08,0,0,0,36,0.241,0.058080997,0.239,0.002,0.000478,0.057120997,4.0000004e-06,722068,1375600,0.5249113,1,0,0.11752968,0.48238528,25.6502132765706,"95323",678,71.976401179941,15.6342182890855,"8600000US95323",95323,"ZCTA5 95323",96.2,3.8,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,0,0,1.2737037,1.5686159,1,-6.9077554,0.60542274,0.017218543
"96051",1222,36219,20341,123,126,0.20376432,1,0,0.9549918,0,0.018003274,500,500,0,0,0,500,0,1,1,1,0,"matched (3)","06089",6868,"matched (3)",868,"California          ",6,"Chico                  ",1,1,1,"matched (3)","Chico-Redding  ",0,165,165,1,0,0.496969696969697,0.503030303030303,0,1,"matched (3)",105497,175290,132586,217766,60.1842660733641,60.8846192702258,0.700353196861705,0,0,0,1,1,1.222,0.5,0.5,0,36.219,0.165,0.027225003,0.165,0,0,0.027225003,0,132586,217766,0.6088462,1,0,0.47159073,0.49144614,3.92293451001194,"96051",980,84.1836734693878,17.6530612244898,"8600000US96051",96051,"ZCTA5 96051",100,0,"matched (3)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"California",1,409.1653,0.4091653,0.17820458,0,0,-0.6911492,0.5711139,0.017218543
