exper,treat,age,educ,black,hisp,married,nodegr,re74,re75,re78,re74.miss
0,0,26,12,0,0,1,0,12700.0,14300.0,14900.0,1
0,0,22,12,0,0,0,0,12700.0,16100.0,21100.0,0
0,0,31,14,0,0,1,0,12700.0,17700.0,29900.0,0
0,0,31,14,0,0,1,0,12700.0,17700.0,29900.0,0
0,0,54,12,0,0,1,0,12700.0,17900.0,19300.0,1
0,0,25,16,1,0,1,0,12700.0,18300.0,10500.0,0
0,0,28,12,1,0,1,0,12700.0,19700.0,17700.0,1
0,0,19,13,0,0,1,0,12700.0,19700.0,28800.0,0
0,0,26,17,0,0,1,0,12700.0,25100.0,26600.0,0
0,0,28,12,0,0,1,0,12800.0,7160.0,16300.0,1
0,0,20,12,0,0,1,0,12900.0,2360.0,14800.0,1
0,0,26,12,0,0,1,0,12900.0,11100.0,22200.0,0
0,0,25,17,0,0,1,0,12900.0,22400.0,36900.0,0
0,0,24,12,0,0,1,0,13000.0,14000.0,41600.0,0
0,0,22,12,0,0,1,0,13100.0,8950.0,13600.0,0
0,0,27,17,0,0,1,0,13100.0,10700.0,29600.0,1
0,0,26,12,0,0,1,0,13100.0,12200.0,12700.0,0
0,0,27,12,1,0,1,0,13100.0,12400.0,11500.0,0
0,0,19,12,0,0,1,0,13100.0,12500.0,24400.0,0
0,0,29,17,0,0,1,0,13100.0,19700.0,0.0,1
0,0,20,12,0,0,1,0,13200.0,8770.0,17300.0,1
0,0,25,12,0,0,1,0,13300.0,14200.0,14800.0,0
0,0,29,16,0,0,1,0,13300.0,5370.0,17700.0,0
0,0,23,14,0,0,0,0,13300.0,12200.0,14800.0,0
0,0,28,12,0,0,1,0,13300.0,12500.0,10900.0,0
0,0,30,14,0,0,1,0,13300.0,14300.0,14800.0,0
0,0,26,16,1,0,1,0,13300.0,19700.0,19900.0,1
0,0,24,12,0,1,1,0,13500.0,16500.0,21000.0,0
0,0,22,12,1,0,1,0,13500.0,13400.0,12600.0,1
0,0,27,12,0,0,1,0,13600.0,15800.0,13200.0,0
0,0,22,12,1,0,1,0,13700.0,17900.0,13300.0,1
0,0,42,13,0,0,1,0,13700.0,0.0,34000.0,0
0,0,22,12,1,0,1,0,13700.0,0.0,665.0,0
0,0,47,12,0,0,1,0,13700.0,0.0,12600.0,0
0,0,26,12,0,0,1,0,13700.0,716.0,22900.0,1
0,0,21,12,0,0,1,0,13700.0,3220.0,14000.0,1
0,0,25,16,0,0,0,0,13700.0,6040.0,0.0,1
0,0,25,12,1,0,1,0,13700.0,8240.0,17700.0,1
0,0,23,12,0,0,0,0,13700.0,10700.0,16000.0,1
0,0,33,12,1,0,0,0,13700.0,11100.0,9610.0,0
0,0,55,16,1,0,1,0,13700.0,12000.0,23500.0,0
0,0,47,12,1,0,1,0,13700.0,12400.0,14800.0,0
0,0,20,12,1,0,1,0,13700.0,12500.0,8870.0,1
0,0,26,12,1,0,1,0,13700.0,12500.0,11800.0,1
0,0,31,12,0,0,1,0,13700.0,12500.0,14800.0,0
0,0,30,12,0,0,1,0,13700.0,12500.0,2560.0,1
0,0,21,12,1,0,0,0,13700.0,13300.0,11700.0,0
0,0,28,17,0,0,1,0,13700.0,13400.0,6830.0,0
0,0,24,12,0,0,1,0,13700.0,13400.0,17700.0,0
0,0,28,12,0,0,1,0,13700.0,13600.0,19200.0,0
0,0,23,12,0,0,0,0,13700.0,14300.0,22200.0,0
0,0,35,12,0,0,0,0,13700.0,15000.0,26600.0,1
0,0,27,14,0,0,1,0,13700.0,15200.0,13400.0,0
0,0,23,12,0,0,1,0,13700.0,15800.0,24200.0,1
0,0,24,12,1,0,1,0,13700.0,16100.0,16300.0,1
0,0,24,12,0,0,1,0,13700.0,16100.0,16300.0,0
0,0,39,12,1,0,1,0,13700.0,17000.0,14600.0,0
0,0,33,12,0,0,1,0,13700.0,18100.0,26100.0,0
0,0,45,14,0,0,1,0,13700.0,19100.0,30100.0,0
0,0,45,14,0,0,1,0,13700.0,19100.0,30100.0,0
0,0,27,12,1,0,1,0,13700.0,19400.0,25900.0,0
0,0,45,17,0,0,1,0,13700.0,23100.0,6650.0,0
0,0,23,16,0,0,0,0,13700.0,25600.0,31600.0,0
0,0,26,17,0,0,1,0,13700.0,29500.0,29600.0,0
0,0,27,14,1,0,0,0,13800.0,17000.0,20700.0,0
0,0,21,14,0,0,1,0,13800.0,8780.0,591.0,1
0,0,20,12,0,0,1,0,13900.0,14300.0,19700.0,1
0,0,29,12,0,0,1,0,13900.0,7160.0,19200.0,0
0,0,22,12,0,1,1,0,13900.0,8610.0,16200.0,0
0,0,24,12,0,0,0,0,13900.0,13400.0,19200.0,0
0,0,27,12,0,0,1,0,13900.0,14900.0,15100.0,0
0,0,23,12,0,0,1,0,14100.0,11100.0,14800.0,1
0,0,24,16,0,0,1,0,14100.0,24700.0,37800.0,1
0,0,23,16,0,0,0,0,14100.0,6270.0,2960.0,0
0,0,33,14,0,0,1,0,14100.0,14300.0,17700.0,0
0,0,21,12,0,0,0,0,14100.0,17900.0,22200.0,0
0,0,23,12,0,0,1,0,14100.0,23500.0,0.0,0
0,0,20,12,1,0,1,0,14300.0,17900.0,14800.0,0
0,0,24,12,0,0,1,0,14400.0,19700.0,7390.0,0
0,0,29,12,1,0,1,0,14400.0,15400.0,14800.0,0
0,0,34,12,0,0,1,0,14500.0,14300.0,10000.0,0
0,0,44,12,0,0,1,0,14500.0,14400.0,14600.0,1
0,0,23,12,0,0,1,0,14500.0,19300.0,19200.0,0
0,0,26,14,1,0,1,0,14500.0,17200.0,21700.0,0
0,0,51,12,0,0,1,0,14500.0,19200.0,17700.0,1
0,0,41,12,0,0,1,0,14700.0,23300.0,26600.0,0
0,0,37,13,0,0,1,0,14700.0,8950.0,17700.0,1
0,0,26,16,0,0,1,0,14700.0,11600.0,20700.0,1
0,0,24,12,1,0,1,0,14700.0,11800.0,11800.0,1
0,0,22,14,1,0,1,0,14700.0,12500.0,21400.0,0
0,0,27,12,1,0,1,0,14700.0,13400.0,14100.0,0
0,0,23,13,0,0,1,0,14700.0,14300.0,20700.0,0
0,0,27,12,0,0,1,0,14700.0,14300.0,19200.0,0
0,0,28,12,1,0,1,0,14700.0,14900.0,19200.0,0
0,0,21,12,0,0,1,0,14700.0,15200.0,23600.0,1
0,0,28,12,0,0,1,0,14700.0,15900.0,0.0,0
0,0,22,13,0,0,1,0,14700.0,16100.0,0.0,0
0,0,20,12,0,0,1,0,14700.0,16100.0,26600.0,0
0,0,24,16,0,0,1,0,14700.0,16500.0,27300.0,0
0,0,22,12,0,0,1,0,14700.0,16800.0,21900.0,1
0,0,27,12,0,1,1,0,14700.0,16800.0,37800.0,1
0,0,35,12,1,0,1,0,14700.0,17200.0,21300.0,0
0,0,23,16,0,0,1,0,14700.0,19700.0,29600.0,0
0,0,22,16,0,0,1,0,14700.0,19700.0,2960.0,1
0,0,23,16,0,0,1,0,14700.0,23300.0,25100.0,0
0,0,20,12,0,0,1,0,14700.0,26900.0,31000.0,0
0,0,22,12,1,0,1,0,14800.0,14700.0,14000.0,0
0,0,24,12,0,0,1,0,14900.0,720.0,28000.0,0
0,0,26,12,0,0,1,0,14900.0,10700.0,0.0,1
0,0,42,12,1,0,1,0,15000.0,11200.0,0.0,0
0,0,28,15,0,0,1,0,15100.0,18600.0,14000.0,0
0,0,24,13,0,0,1,0,15300.0,14300.0,32500.0,0
0,0,50,12,0,0,1,0,15300.0,14300.0,13200.0,0
0,0,50,12,0,0,1,0,15300.0,14300.0,13200.0,0
0,0,28,13,0,0,1,0,15300.0,14300.0,14000.0,1
0,0,25,12,0,0,1,0,15300.0,16100.0,25100.0,0
0,0,31,12,1,0,0,0,15300.0,17900.0,14800.0,1
0,0,32,16,1,0,1,0,15300.0,19700.0,28100.0,0
0,0,22,12,0,0,1,0,15300.0,19700.0,21900.0,0
0,0,22,13,1,0,1,0,15400.0,14300.0,18700.0,1
0,0,26,12,1,0,1,0,15400.0,8950.0,11100.0,0
0,0,22,12,0,0,1,0,15500.0,8950.0,14200.0,0
0,0,29,12,0,0,0,0,15500.0,14400.0,12600.0,0
0,0,53,17,0,0,1,0,15500.0,16400.0,15700.0,0
0,0,25,12,0,0,1,0,15500.0,17700.0,31300.0,0
0,0,26,12,1,0,1,0,15500.0,18200.0,19900.0,1
0,0,24,16,0,0,0,0,15600.0,19500.0,19200.0,0
0,0,27,17,0,0,0,0,15700.0,0.0,41400.0,0
0,0,46,12,0,0,1,0,15700.0,734.0,20700.0,0
0,0,25,12,1,0,1,0,15700.0,3740.0,10500.0,1
0,0,21,13,0,0,0,0,15700.0,4950.0,1730.0,1
0,0,37,12,0,0,1,0,15700.0,8950.0,28100.0,1
0,0,37,12,0,0,1,0,15700.0,8950.0,28100.0,0
0,0,28,15,1,0,1,0,15700.0,9450.0,31000.0,0
0,0,22,12,0,0,0,0,15700.0,10700.0,29000.0,0
0,0,22,12,0,0,0,0,15700.0,11600.0,20700.0,0
0,0,27,12,0,0,1,0,15700.0,12500.0,19200.0,1
0,0,21,13,1,0,1,0,15700.0,12500.0,25100.0,1
0,0,49,16,0,0,1,0,15700.0,12900.0,17700.0,0
0,0,26,12,0,0,1,0,15700.0,13400.0,0.0,1
0,0,33,14,0,0,1,0,15700.0,13400.0,13900.0,0
0,0,28,15,0,0,1,0,15700.0,13800.0,16000.0,0
0,0,29,17,0,0,1,0,15700.0,14100.0,25900.0,0
0,0,54,16,1,0,1,0,15700.0,14300.0,11800.0,0
0,0,25,14,0,1,1,0,15700.0,14300.0,20700.0,1
0,0,32,12,0,0,1,0,15700.0,14300.0,13300.0,0
0,0,40,12,0,0,1,0,15700.0,14300.0,16300.0,1
0,0,40,12,0,0,1,0,15700.0,14300.0,16300.0,1
0,0,27,16,0,0,1,0,15700.0,14300.0,22200.0,1
0,0,24,12,0,0,1,0,15700.0,14700.0,17700.0,1
0,0,43,12,0,0,1,0,15700.0,14700.0,13800.0,1
0,0,25,16,0,0,1,0,15700.0,15200.0,19100.0,1
0,0,26,12,1,0,1,0,15700.0,15200.0,15500.0,1
0,0,34,12,1,0,1,0,15700.0,15800.0,17700.0,1
0,0,21,13,0,0,1,0,15700.0,15900.0,25100.0,0
0,0,21,12,1,0,1,0,15700.0,16100.0,11800.0,1
0,0,23,12,1,0,1,0,15700.0,16200.0,19200.0,0
0,0,26,12,0,0,1,0,15700.0,16500.0,35000.0,0
0,0,28,14,0,0,1,0,15700.0,16800.0,16300.0,1
0,0,26,17,0,0,1,0,15700.0,16800.0,19200.0,1
0,0,20,14,0,0,0,0,15700.0,17000.0,26600.0,0
0,0,26,12,1,0,1,0,15700.0,18000.0,20700.0,0
0,0,21,12,1,0,1,0,15700.0,19700.0,19200.0,0
0,0,41,12,0,0,1,0,15700.0,19700.0,32500.0,1
0,0,28,16,0,0,1,0,15700.0,19700.0,28800.0,0
0,0,23,16,0,0,0,0,15700.0,21500.0,26600.0,0
0,0,22,12,0,0,1,0,15700.0,22900.0,31800.0,0
0,0,27,14,0,1,0,0,15700.0,23300.0,27300.0,0
0,0,26,16,0,0,1,0,15700.0,23300.0,29600.0,1
0,0,54,12,0,0,1,0,15700.0,25100.0,0.0,1
0,0,54,12,0,0,1,0,15700.0,25100.0,0.0,0
0,0,54,12,1,0,0,0,15700.0,25100.0,20700.0,0
0,0,37,16,0,0,0,0,15700.0,26900.0,29300.0,0
0,0,32,13,0,0,1,0,15700.0,30400.0,22000.0,1
0,0,29,12,0,0,1,0,15700.0,17500.0,10200.0,0
0,0,22,13,0,0,1,0,15900.0,15800.0,35500.0,1
0,0,23,12,1,0,1,0,15900.0,30400.0,27800.0,1
0,0,36,12,0,0,1,0,15900.0,12700.0,17400.0,0
0,0,21,13,0,0,1,0,16000.0,21500.0,14800.0,1
0,0,21,12,0,0,1,0,16000.0,16300.0,14500.0,0
0,0,26,12,1,0,1,0,16000.0,17900.0,19500.0,1
0,0,28,12,1,0,1,0,16000.0,19700.0,13300.0,0
0,0,43,12,0,0,1,0,16000.0,14300.0,14800.0,1
0,0,27,12,1,0,1,0,16000.0,16100.0,20500.0,0
0,0,36,17,0,0,0,0,16000.0,30800.0,29600.0,1
0,0,23,12,0,0,1,0,16100.0,4830.0,25600.0,1
0,0,31,12,0,0,1,0,16100.0,15000.0,17700.0,0
0,0,25,14,0,0,1,0,16100.0,15200.0,18500.0,0
0,0,35,12,1,0,1,0,16100.0,16100.0,19200.0,1
0,0,23,16,0,0,1,0,16100.0,16800.0,20700.0,1
0,0,21,12,0,0,1,0,16100.0,20600.0,28800.0,1
0,0,22,12,0,0,0,0,16200.0,9850.0,2960.0,1
0,0,36,12,1,0,1,0,16300.0,21300.0,22200.0,0
0,0,21,12,0,0,1,0,16300.0,18500.0,12000.0,1
0,0,28,12,0,0,1,0,16400.0,13300.0,0.0,0
0,0,24,12,0,1,1,0,16500.0,8950.0,21900.0,0
0,0,30,12,0,0,0,0,16500.0,14700.0,15100.0,1
0,0,44,12,0,0,1,0,16500.0,16100.0,17300.0,1
0,0,30,12,0,0,1,0,16500.0,16700.0,19900.0,0
0,0,34,12,0,0,1,0,16500.0,16800.0,20700.0,0
0,0,26,16,0,0,1,0,16500.0,21500.0,40600.0,1
0,0,23,16,0,0,1,0,16500.0,21500.0,18500.0,0
0,0,20,12,0,0,0,0,16500.0,19600.0,19700.0,1
0,0,26,13,0,0,0,0,16700.0,3580.0,8870.0,0
0,0,21,12,1,0,1,0,16700.0,9850.0,7390.0,0
0,0,25,12,0,0,1,0,16700.0,12200.0,17700.0,0
0,0,23,15,0,0,1,0,16700.0,13400.0,17000.0,1
0,0,25,12,1,0,0,0,16700.0,14900.0,22900.0,1
0,0,28,16,0,0,1,0,16700.0,15400.0,17400.0,0
0,0,38,14,0,0,1,0,16700.0,16100.0,19500.0,1
0,0,29,17,0,0,1,0,16700.0,16100.0,17700.0,0
0,0,24,17,0,0,1,0,16700.0,16700.0,20700.0,1
0,0,25,16,1,0,1,0,16700.0,17000.0,21900.0,0
0,0,55,12,0,0,1,0,16700.0,17500.0,16300.0,1
0,0,30,14,0,0,1,0,16700.0,17500.0,0.0,0
0,0,21,12,0,0,0,0,16700.0,17900.0,19200.0,0
0,0,26,12,0,0,1,0,16700.0,17900.0,17700.0,0
0,0,34,12,0,0,1,0,16700.0,19500.0,16300.0,1
0,0,22,12,0,0,1,0,16700.0,19700.0,26000.0,1
0,0,22,16,0,0,0,0,16700.0,22700.0,37700.0,1
0,0,27,15,0,0,0,0,16700.0,23300.0,23600.0,1
0,0,26,12,0,0,0,0,16700.0,23300.0,2960.0,0
0,0,26,16,0,0,1,0,16700.0,24700.0,29600.0,0
0,0,24,14,1,0,1,0,16700.0,28500.0,40600.0,1
0,0,26,14,1,0,0,0,16700.0,21500.0,28800.0,0
0,0,23,12,1,0,1,0,16700.0,10500.0,7570.0,0
0,0,28,14,0,0,0,0,16800.0,12200.0,1920.0,1
0,0,21,12,0,0,1,0,16800.0,15400.0,0.0,0
0,0,30,12,0,0,1,0,16800.0,17400.0,19000.0,1
0,0,24,12,0,0,1,0,16800.0,18600.0,25100.0,0
0,0,51,12,0,0,1,0,16800.0,19700.0,17700.0,0
0,0,21,14,0,0,0,0,16800.0,19700.0,35500.0,0
0,0,22,14,1,0,1,0,16800.0,21100.0,24100.0,0
0,0,24,12,0,0,1,0,16900.0,9310.0,23100.0,0
0,0,23,15,0,0,1,0,17000.0,20800.0,25500.0,1
0,0,26,14,0,0,1,0,17000.0,25100.0,38700.0,0
0,0,45,12,0,0,1,0,17100.0,16400.0,18200.0,0
0,0,46,13,0,0,1,0,17200.0,15800.0,14800.0,1
0,0,29,12,0,0,1,0,17200.0,19700.0,33500.0,1
0,0,26,14,0,0,1,0,17200.0,20600.0,24500.0,0
0,0,27,16,0,0,1,0,17200.0,24900.0,22200.0,0
0,0,26,14,0,0,1,0,17400.0,7160.0,14800.0,0
0,0,20,15,0,0,1,0,17400.0,8060.0,18500.0,0
0,0,23,12,0,0,1,0,17400.0,12500.0,21400.0,0
0,0,30,16,0,0,1,0,17400.0,17900.0,15500.0,0
0,0,24,12,0,0,1,0,17400.0,22400.0,16300.0,1
0,0,23,12,0,0,1,0,17600.0,0.0,23600.0,0
0,0,34,12,0,0,1,0,17600.0,0.0,0.0,0
0,0,24,12,0,1,1,0,17600.0,4850.0,22200.0,0
0,0,43,12,1,0,1,0,17600.0,10700.0,21900.0,0
0,0,28,14,1,0,1,0,17600.0,12500.0,16300.0,0
0,0,20,12,0,0,1,0,17600.0,15200.0,28800.0,1
0,0,23,12,1,0,1,0,17600.0,15200.0,15500.0,0
0,0,27,14,1,0,1,0,17600.0,16100.0,26600.0,0
0,0,53,12,0,0,1,0,17600.0,16100.0,19200.0,0
0,0,28,16,0,0,1,0,17600.0,16100.0,22200.0,0
0,0,26,12,0,0,1,0,17600.0,16100.0,25100.0,1
0,0,25,15,0,0,1,0,17600.0,16100.0,18600.0,0
0,0,29,14,0,0,1,0,17600.0,17200.0,19700.0,0
0,0,26,12,1,0,1,0,17600.0,17400.0,23600.0,0
0,0,55,16,0,0,1,0,17600.0,17900.0,22200.0,0
0,0,22,12,0,1,1,0,17600.0,17900.0,14800.0,0
0,0,33,12,0,0,1,0,17600.0,17900.0,15800.0,0
0,0,34,14,0,1,1,0,17600.0,17900.0,8870.0,0
0,0,24,12,0,0,1,0,17600.0,18400.0,19900.0,1
0,0,24,12,0,0,1,0,17600.0,18800.0,32500.0,0
0,0,26,12,1,0,1,0,17600.0,18800.0,18500.0,1
0,0,45,12,0,0,1,0,17600.0,18800.0,19900.0,0
0,0,22,12,0,0,1,0,17600.0,19700.0,23600.0,0
0,0,55,14,0,0,1,0,17600.0,19700.0,2070.0,0
0,0,24,12,0,0,1,0,17600.0,19700.0,11500.0,0
0,0,23,12,0,0,1,0,17600.0,21500.0,4430.0,0
0,0,24,13,1,0,0,0,17600.0,25100.0,22200.0,1
0,0,31,13,0,0,1,0,17600.0,25100.0,23600.0,0
0,0,43,12,0,0,1,0,17600.0,26900.0,28100.0,1
0,0,43,12,0,0,1,0,17600.0,26900.0,28100.0,0
0,0,23,12,1,0,1,0,17700.0,14300.0,12300.0,1
0,0,22,12,0,0,1,0,17700.0,12500.0,20700.0,1
0,0,30,12,1,0,1,0,17800.0,17400.0,19200.0,1
0,0,28,12,0,0,0,0,17800.0,5010.0,16200.0,1
0,0,28,12,0,0,1,0,17800.0,11100.0,20700.0,1
0,0,21,12,0,0,0,0,17800.0,12900.0,26600.0,0
0,0,28,13,0,0,1,0,17900.0,15400.0,22500.0,1
0,0,25,14,0,0,1,0,17900.0,14300.0,9970.0,0
0,0,54,12,0,0,1,0,18000.0,18800.0,23600.0,1
0,0,26,16,0,0,1,0,18000.0,19900.0,21000.0,1
0,0,26,16,0,0,1,0,18000.0,23300.0,28100.0,0
0,0,49,13,0,0,1,0,18200.0,17900.0,17700.0,1
0,0,21,13,1,0,0,0,18200.0,21100.0,21900.0,0
0,0,26,16,0,0,1,0,18200.0,22400.0,18500.0,0
0,0,30,12,1,0,1,0,18300.0,25400.0,22200.0,0
0,0,21,13,0,0,1,0,18400.0,8950.0,27300.0,0
0,0,33,12,0,0,1,0,18400.0,12900.0,20700.0,0
0,0,33,12,0,0,1,0,18400.0,14400.0,20700.0,0
0,0,40,12,0,0,1,0,18400.0,17500.0,17300.0,0
0,0,27,16,0,0,1,0,18400.0,18800.0,25900.0,0
0,0,21,12,0,0,1,0,18400.0,19700.0,28200.0,0
0,0,31,12,0,0,1,0,18600.0,14800.0,16300.0,0
0,0,27,14,1,0,1,0,18600.0,0.0,13300.0,0
0,0,47,17,0,0,1,0,18600.0,10000.0,35500.0,0
0,0,32,12,1,0,1,0,18600.0,16100.0,17700.0,0
0,0,28,12,1,0,0,0,18600.0,17000.0,19900.0,0
0,0,35,14,0,0,1,0,18600.0,19700.0,22400.0,0
0,0,26,14,0,0,1,0,18600.0,19700.0,28100.0,0
0,0,37,12,0,0,1,0,18600.0,21500.0,23100.0,0
0,0,23,12,0,0,0,0,18600.0,23300.0,33000.0,0
0,0,44,12,1,0,1,0,18600.0,23600.0,19200.0,0
0,0,44,12,1,0,1,0,18600.0,23600.0,19200.0,0
0,0,36,12,1,0,1,0,18600.0,25100.0,33700.0,0
0,0,26,12,0,0,1,0,18700.0,18300.0,25000.0,0
0,0,23,14,0,0,1,0,18700.0,21700.0,28100.0,0
0,0,32,13,1,0,1,0,18800.0,14100.0,26600.0,0
0,0,33,12,0,0,0,0,18800.0,16000.0,17500.0,0
0,0,37,12,1,0,1,0,18800.0,16100.0,32500.0,0
0,0,27,12,0,0,1,0,18800.0,17200.0,19500.0,0
0,0,43,12,0,0,1,0,18800.0,17900.0,26200.0,0
0,0,27,16,0,0,1,0,18800.0,17900.0,18500.0,0
0,0,24,12,0,0,1,0,18800.0,17900.0,18300.0,0
0,0,24,12,0,0,1,0,18800.0,18800.0,23100.0,0
0,0,34,12,1,0,0,0,18800.0,30400.0,12600.0,0
0,0,42,12,0,0,1,0,18900.0,17000.0,19200.0,0
0,0,24,13,1,0,1,0,18900.0,16100.0,12600.0,0
0,0,27,12,0,0,1,0,18900.0,12000.0,22200.0,0
0,0,23,12,1,0,1,0,19000.0,13400.0,13300.0,0
0,0,26,16,0,0,1,0,19000.0,16100.0,26600.0,0
0,0,27,12,1,0,1,0,19000.0,19700.0,19200.0,0
0,0,37,12,1,0,1,0,19000.0,26000.0,25900.0,0
0,0,37,12,0,0,1,0,19000.0,20900.0,17000.0,0
0,0,26,12,0,1,1,0,19100.0,0.0,13300.0,0
0,0,23,12,0,0,1,0,19100.0,20700.0,17000.0,0
0,0,26,13,0,0,1,0,19200.0,14700.0,18500.0,0
0,0,27,16,0,0,1,0,19200.0,17700.0,0.0,0
0,0,27,12,0,0,0,0,19200.0,19500.0,23600.0,0
0,0,29,14,0,0,1,0,19200.0,21500.0,23100.0,0
0,0,25,16,0,0,1,0,19200.0,22600.0,33400.0,0
0,0,26,12,0,0,1,0,19300.0,13000.0,24600.0,0
0,0,22,14,0,0,1,0,19300.0,17600.0,17300.0,0
0,0,28,12,0,0,1,0,19300.0,0.0,29600.0,0
0,0,46,12,0,0,1,0,19400.0,19200.0,20400.0,0
0,0,33,17,0,0,0,0,19400.0,0.0,1540.0,0
0,0,23,12,0,0,1,0,19400.0,12500.0,25100.0,0
0,0,23,12,0,0,1,0,19400.0,12500.0,0.0,0
0,0,23,13,0,0,1,0,19400.0,17900.0,31000.0,0
0,0,26,16,0,0,1,0,19400.0,25800.0,25600.0,0
0,0,24,16,1,0,0,0,19500.0,15200.0,23600.0,0
0,0,37,12,1,0,1,0,19600.0,12000.0,14800.0,0
0,0,50,16,0,0,0,0,19600.0,0.0,23600.0,0
0,0,26,13,0,0,1,0,19600.0,0.0,23600.0,0
0,0,21,12,1,0,0,0,19600.0,716.0,22200.0,0
0,0,25,12,1,0,1,0,19600.0,5370.0,24600.0,0
0,0,24,13,1,0,1,0,19600.0,11600.0,18400.0,0
0,0,24,12,1,0,0,0,19600.0,12000.0,19200.0,0
0,0,32,14,1,0,1,0,19600.0,12300.0,14800.0,0
0,0,27,16,0,0,1,0,19600.0,12500.0,17700.0,0
0,0,21,12,0,1,1,0,19600.0,12500.0,17700.0,0
0,0,24,16,0,0,1,0,19600.0,12900.0,31000.0,0
0,0,45,14,0,0,1,0,19600.0,13600.0,17700.0,0
0,0,38,12,0,0,1,0,19600.0,14000.0,16300.0,0
0,0,27,15,0,0,1,0,19600.0,14900.0,23600.0,0
0,0,20,12,1,0,1,0,19600.0,16700.0,12700.0,0
0,0,23,12,1,0,1,0,19600.0,17000.0,22200.0,0
0,0,33,12,0,0,1,0,19600.0,17000.0,25000.0,0
0,0,24,13,0,0,1,0,19600.0,17200.0,22300.0,0
0,0,44,12,0,0,1,0,19600.0,17200.0,15400.0,0
0,0,34,12,1,0,1,0,19600.0,17400.0,19200.0,0
0,0,23,12,1,0,1,0,19600.0,17400.0,14800.0,0
0,0,27,12,1,0,1,0,19600.0,17700.0,25100.0,0
0,0,25,16,0,0,1,0,19600.0,17900.0,25700.0,0
0,0,22,12,0,0,1,0,19600.0,17900.0,23600.0,0
0,0,24,16,0,0,0,0,19600.0,17900.0,17000.0,0
0,0,23,12,0,0,1,0,19600.0,17900.0,16300.0,0
0,0,31,16,0,0,1,0,19600.0,17900.0,17700.0,0
0,0,23,12,1,0,1,0,19600.0,17900.0,26600.0,0
0,0,27,12,0,0,1,0,19600.0,18100.0,32700.0,0
0,0,20,12,1,0,1,0,19600.0,18600.0,23600.0,0
0,0,20,12,0,0,1,0,19600.0,18800.0,17700.0,0
0,0,52,15,0,0,1,0,19600.0,18800.0,17400.0,0
0,0,33,16,0,0,1,0,19600.0,19300.0,26600.0,0
0,0,40,12,0,0,1,0,19600.0,19300.0,21300.0,0
0,0,31,12,1,0,1,0,19600.0,19500.0,20300.0,0
0,0,35,12,0,0,1,0,19600.0,19700.0,22500.0,0
0,0,33,12,0,0,0,0,19600.0,19700.0,13300.0,0
0,0,22,12,0,0,1,0,19600.0,19700.0,17700.0,0
0,0,29,16,1,0,1,0,19600.0,20600.0,42900.0,0
0,0,26,12,0,0,1,0,19600.0,21100.0,22000.0,0
0,0,23,12,0,0,1,0,19600.0,21200.0,24900.0,0
0,0,30,12,0,0,1,0,19600.0,21500.0,23300.0,0
0,0,43,12,0,0,1,0,19600.0,21500.0,22200.0,0
0,0,43,12,0,0,1,0,19600.0,21500.0,22200.0,0
0,0,31,12,0,0,1,0,19600.0,21500.0,25100.0,0
0,0,23,12,0,0,1,0,19600.0,21500.0,20700.0,0
0,0,23,13,0,0,1,0,19600.0,21500.0,21300.0,0
0,0,28,16,0,0,1,0,19600.0,21500.0,32500.0,0
0,0,30,12,0,0,1,0,19600.0,21500.0,29600.0,0
0,0,53,12,1,0,1,0,19600.0,21500.0,23600.0,0
0,0,32,12,0,0,1,0,19600.0,21500.0,29600.0,0
0,0,43,12,0,0,1,0,19600.0,21700.0,29300.0,0
0,0,43,12,0,0,1,0,19600.0,21700.0,29300.0,0
0,0,37,17,0,0,0,0,19600.0,23000.0,22200.0,0
0,0,23,12,1,0,1,0,19600.0,23300.0,21400.0,0
0,0,28,12,1,0,1,0,19600.0,24200.0,25900.0,0
0,0,27,14,1,0,0,0,19600.0,25100.0,28800.0,0
0,0,46,12,0,0,0,0,19600.0,25100.0,29600.0,0
0,0,30,12,1,0,1,0,19600.0,26900.0,25900.0,0
0,0,35,17,0,0,1,0,19600.0,44800.0,36900.0,0
0,0,26,15,0,0,1,0,19600.0,19300.0,23600.0,0
0,0,25,12,0,0,1,0,19600.0,8740.0,23600.0,0
0,0,24,12,0,0,1,0,19700.0,6620.0,25100.0,0
0,0,22,14,0,0,1,0,19700.0,20100.0,22300.0,0
0,0,27,13,0,0,1,0,19700.0,20100.0,36900.0,0
0,0,36,12,1,0,1,0,19700.0,25100.0,23600.0,0
0,0,35,13,0,0,1,0,19800.0,21300.0,14800.0,0
0,0,34,12,1,0,1,0,19800.0,23300.0,31000.0,0
0,0,28,14,0,0,1,0,20000.0,12500.0,31000.0,0
0,0,18,12,0,0,1,0,20000.0,23300.0,26600.0,0
0,0,21,12,0,0,1,0,20100.0,21200.0,56900.0,0
0,0,28,16,1,0,1,0,20100.0,19300.0,21300.0,0
0,0,24,14,0,0,1,0,20100.0,0.0,0.0,0
0,0,30,12,0,0,1,0,20200.0,15800.0,34000.0,0
0,0,42,12,0,0,1,0,20200.0,17500.0,0.0,0
0,0,24,12,0,0,1,0,20200.0,19700.0,29600.0,0
0,0,40,12,0,0,1,0,20200.0,19700.0,17700.0,0
0,0,25,17,0,0,1,0,20200.0,21000.0,22900.0,0
0,0,27,17,0,0,1,0,20200.0,21600.0,28500.0,0
